,出现次数,召回率,查准率,f1-score
dr_martens-靴子,1.0,1.0,0.5,0.6667
dragon_ball-T恤,1.0,1.0,1.0,1.0
dragon_ball-宣传单/海报/说明书,1.0,1.0,1.0,1.0
fc_barcelona-马克杯,1.0,0.0,0.0,0.0
fc_barcelona-运动套装,1.0,0.0,0.0,0.0
fc_barcelona-短袖T恤,1.0,0.0,0.0,0.0
fc_barcelona-短袖Polo衫,1.0,0.0,0.0,0.0
fc_barcelona-男运动中长裤、短裤,1.0,0.0,0.0,0.0
fc_barcelona-套装（不包含爬服类）,1.0,0.0,0.0,0.0
fbi-鸭舌帽,1.0,0.0,0.0,0.0
evisu-凉鞋,1.0,1.0,1.0,1.0
essentials-长袖衬衫,1.0,1.0,1.0,1.0
essentials-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
ermenegildo_zegna-休闲皮鞋,1.0,0.0,0.0,0.0
emoji-车载充电器,1.0,0.0,0.0,0.0
emoji-棉布拖鞋,1.0,0.0,0.0,0.0
ellesse-短袖T恤,1.0,1.0,1.0,1.0
ellesse-短袖Polo衫,1.0,1.0,1.0,1.0
durex-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
dumbo-防晒袖套,1.0,0.0,0.0,0.0
dumbo-套装（不包含爬服类）,1.0,1.0,1.0,1.0
ducati-马克杯,1.0,1.0,1.0,1.0
ducati-短袖T恤,1.0,1.0,1.0,1.0
drew-男士运动背心,1.0,0.0,0.0,0.0
drew-沙滩裤,1.0,0.0,0.0,0.0
drew-床品套件/四件套/多件套,1.0,0.0,0.0,0.0
drew-女装卫衣,1.0,0.0,0.0,0.0
drew-Polo衫,1.0,0.0,0.0,0.0
dragon_ball-连身衣/爬服/哈衣,1.0,0.0,0.0,0.0
dragon_ball-贴纸/贴画,1.0,0.0,0.0,0.0
dragon_ball-时尚/休闲套装,1.0,1.0,1.0,1.0
dragon_ball-小夜灯,1.0,1.0,1.0,1.0
disney_stellalou-儿童袜子(0-16岁),1.0,0.0,0.0,0.0
disney_stellalou-三星手机保护壳/套,1.0,0.0,0.0,0.0
disney_princess-阿拉伯泳衣,1.0,0.0,0.0,0.0
disney_frozen-塑料充气玩具（其他材质勿放）,1.0,1.0,1.0,1.0
disney_frozen-儿童/小学生书包,1.0,1.0,1.0,1.0
disney_frozen-休闲鞋,1.0,1.0,1.0,1.0
disney_frozen-T恤,1.0,1.0,1.0,1.0
disney_daisy_duck-马克杯,1.0,0.0,0.0,0.0
disney_daisy_duck-防晒袖套,1.0,0.0,0.0,0.0
disney_daisy_duck-睡裙,1.0,0.0,0.0,0.0
disney-鸭舌帽,1.0,1.0,1.0,1.0
disney-连衣裙,1.0,1.0,1.0,1.0
disney-车模,1.0,1.0,1.0,1.0
disney-现代装饰画,1.0,1.0,1.0,1.0
diesel-配件,1.0,1.0,1.0,1.0
diesel-短袖T恤,1.0,1.0,1.0,1.0
diadora-时尚/休闲套装,1.0,0.0,0.0,0.0
diadora-Polo衫,1.0,0.0,0.0,0.0
detroit_lions-时尚/休闲套装,1.0,1.0,1.0,1.0
demon_slayer-其它手办,1.0,0.0,0.0,0.0
dell-短袖衬衫,1.0,0.0,0.0,0.0
deadpool-其它手办,1.0,1.0,1.0,1.0
dc_shoes-短袖Polo衫,1.0,0.0,0.0,0.0
dc_shoes-Polo衫,1.0,0.0,0.0,0.0
dallas_cowboys-鸭舌帽,1.0,1.0,1.0,1.0
dallas_cowboys-短袖T恤,1.0,1.0,0.5,0.6667
crocs-鞋扣,1.0,1.0,1.0,1.0
croatia-马克杯,1.0,0.0,0.0,0.0
cristiano_ronaldo-男士足球服,1.0,0.0,0.0,0.0
crayon_shin_chan-男装背心,1.0,0.0,0.0,0.0
crayon_shin_chan-情侣家居服套装,1.0,0.0,0.0,0.0
crayon_shin_chan-床品套件/四件套/多件套,1.0,0.0,0.0,0.0
crayon_shin_chan-女袜,1.0,0.0,0.0,0.0
disney_frozen-其它手办,1.0,1.0,1.0,1.0
disney_frozen-外穿背心/吊带,1.0,0.0,0.0,0.0
disney_princess-连身衣/爬服/哈衣,1.0,0.0,0.0,0.0
disney_frozen-女士跑步鞋,1.0,1.0,1.0,1.0
disney_princess-睡裙,1.0,0.0,0.0,0.0
disney_princess-现代装饰画,1.0,0.0,0.0,0.0
disney_princess-潜水套装,1.0,0.0,0.0,0.0
disney_princess-泳衣裤,1.0,0.0,0.0,0.0
disney_princess-家居服套装,1.0,0.0,0.0,0.0
disney_princess-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
disney_princess-套装（不包含爬服类）,1.0,0.0,0.0,0.0
disney_princess-外穿背心/吊带,1.0,0.0,0.0,0.0
disney_princess-其它手办,1.0,0.0,0.0,0.0
disney_princess-儿童演出服,1.0,0.0,0.0,0.0
disney_pixar_cars-贴纸/贴画,1.0,0.0,0.0,0.0
disney_pixar_cars-家居服套装,1.0,0.0,0.0,0.0
disney_marie_cat-苹果手机保护壳/套,1.0,0.0,0.0,0.0
disney_linabell-连衣裙,1.0,0.0,0.0,0.0
disney_linabell-运动鞋,1.0,0.0,0.0,0.0
disney_linabell-拎包/手提包,1.0,0.0,0.0,0.0
disney_linabell-情侣家居服套装,1.0,0.0,0.0,0.0
disney_linabell-平板电脑保护套/壳,1.0,0.0,0.0,0.0
disney_linabell-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
disney_linabell-儿童/小学生书包,1.0,0.0,0.0,0.0
disney_goofy-马克杯,1.0,0.0,0.0,0.0
disney_frozen-马克杯,1.0,1.0,1.0,1.0
disney_frozen-餐具气球等其他聚会装饰,1.0,1.0,1.0,1.0
disney_frozen-贴纸,1.0,1.0,1.0,1.0
disney_frozen-笔记本个性小贴纸,1.0,1.0,1.0,1.0
disney_frozen-皮鞋,1.0,1.0,1.0,1.0
disney_frozen-现代装饰画,1.0,0.0,0.0,0.0
disney_frozen-斜挎包/拎包/腰包,1.0,1.0,1.0,1.0
disney_frozen-挂饰/生肖挂饰,1.0,0.0,0.0,0.0
celine-女士睡衣/家居服套装,1.0,1.0,0.1111,0.2
celine-低跟凉鞋,1.0,1.0,0.2,0.3333
fc_bayern_munchen-男运动套装,1.0,1.0,1.0,1.0
armani-防晒衣,1.0,1.0,1.0,1.0
audemars_piguet-石英表,1.0,1.0,1.0,1.0
attack_on_titan-马克杯,1.0,0.0,0.0,0.0
atletico_de_madrid-马克杯,1.0,0.0,0.0,0.0
atlanta_falcons-时尚/休闲套装,1.0,1.0,1.0,1.0
atlanta_bravs-短袖T恤,1.0,0.0,0.0,0.0
atlanta_bravs-戒指/指环,1.0,0.0,0.0,0.0
assassin_s_creed-马克杯,1.0,0.0,0.0,0.0
asics-马克杯,1.0,1.0,1.0,1.0
asics-靴子,1.0,1.0,0.1667,0.2857
asics-足球鞋,1.0,1.0,0.5,0.6667
asics-休闲皮鞋,1.0,0.0,0.0,0.0
as_seen_on_tv-缝纫配件,1.0,0.0,0.0,0.0
as_seen_on_tv-其它,1.0,0.0,0.0,0.0
as_roma-男士足球服,1.0,1.0,1.0,1.0
armani-针织衫/毛衣,1.0,1.0,1.0,1.0
apple-其它节庆用品,1.0,1.0,1.0,1.0
armani-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
armani-连体长裤,1.0,1.0,1.0,1.0
armani-西装,1.0,1.0,1.0,1.0
armani-衬衫,1.0,1.0,0.3333,0.5
armani-男式钱包,1.0,1.0,1.0,1.0
armani-男士背包,1.0,1.0,1.0,1.0
armani-牛仔长裤,1.0,1.0,1.0,1.0
armani-斜挎包,1.0,1.0,1.0,1.0
armani-拖鞋,1.0,1.0,0.5,0.6667
armani-帆布鞋,1.0,1.0,0.25,0.4
armani-T恤,1.0,1.0,1.0,1.0
armani-S型连衣裙,1.0,1.0,0.125,0.2222
arizona_cardinals-时尚/休闲套装,1.0,1.0,1.0,1.0
apple-笔记本电源,1.0,1.0,1.0,1.0
audi-短袖T恤,1.0,1.0,1.0,1.0
audi-车用挂钩,1.0,1.0,1.0,1.0
avengers-人偶/可动人偶,1.0,0.0,0.0,0.0
avengers-男士背心,1.0,0.0,0.0,0.0
bape-苹果手机保护壳/套,1.0,1.0,0.3333,0.5
bape-欧美模特套装,1.0,1.0,1.0,1.0
bape-其它节庆用品,1.0,1.0,1.0,1.0
bape-其他手机保护壳/套,1.0,0.0,0.0,0.0
bape-休闲鞋,1.0,1.0,1.0,1.0
bambi-充气床,1.0,0.0,0.0,0.0
baltimore_ravens-时尚/休闲套装,1.0,1.0,1.0,1.0
baltimore_ravens-女装卫衣,1.0,1.0,1.0,1.0
balmain-半身裙,1.0,1.0,1.0,1.0
balmain-凉鞋,1.0,1.0,1.0,1.0
balmain-S型连衣裙,1.0,1.0,1.0,1.0
balmain-Polo衫,1.0,1.0,1.0,1.0
balmain-A型连衣裙,1.0,1.0,1.0,1.0
bally-手拿包,1.0,1.0,1.0,1.0
bally-休闲鞋,1.0,1.0,0.5,0.6667
balenciaga-高跟鞋,1.0,1.0,0.5,0.6667
balenciaga-长袖衬衫,1.0,1.0,1.0,1.0
balenciaga-贝雷帽,1.0,1.0,1.0,1.0
balenciaga-苹果手机保护壳/套,1.0,1.0,0.1429,0.25
balenciaga-腰包/胸包,1.0,1.0,1.0,1.0
balenciaga-耳环,1.0,0.0,0.0,0.0
balenciaga-短袖Polo衫,1.0,1.0,1.0,1.0
balenciaga-男式板鞋,1.0,1.0,0.2,0.3333
balenciaga-现代装饰画,1.0,1.0,1.0,1.0
balenciaga-欧美模特套装,1.0,1.0,0.125,0.2222
balenciaga-平底凉鞋,1.0,1.0,0.5,0.6667
balenciaga-女士跑步鞋,1.0,1.0,0.0909,0.1667
balenciaga-低跟凉鞋,1.0,1.0,1.0,1.0
baby_shark-贴纸/贴画,1.0,1.0,1.0,1.0
apple-时尚/休闲套装,1.0,1.0,0.3333,0.5
anpanman-长裤（非牛仔）,1.0,0.0,0.0,0.0
celine-休闲鞋,1.0,1.0,0.3333,0.5
ader-短袖T恤,1.0,0.0,0.0,0.0
adidas-运动女袜,1.0,0.0,0.0,0.0
adidas-苹果手机保护壳/套,1.0,0.0,0.0,0.0
adidas-溯溪鞋,1.0,0.0,0.0,0.0
adidas-欧美模特套装,1.0,1.0,1.0,1.0
adidas-棉布短裤,1.0,1.0,1.0,1.0
adidas-女袜,1.0,1.0,1.0,1.0
adidas-卫衣,1.0,1.0,1.0,1.0
adidas-其它运动鞋,1.0,1.0,1.0,1.0
adidas-其它手办,1.0,0.0,0.0,0.0
adidas-儿童袜子(0-16岁),1.0,0.0,0.0,0.0
adidas-低跟凉鞋,1.0,1.0,1.0,1.0
adidas-丝袜,1.0,0.0,0.0,0.0
adidas-T恤,1.0,1.0,1.0,1.0
adidas-H型连衣裙,1.0,0.0,0.0,0.0
ac_dc-时尚/休闲套装,1.0,0.0,0.0,0.0
anpanman-床品套件/四件套/多件套,1.0,0.0,0.0,0.0
aape-休闲长裤,1.0,0.0,0.0,0.0
511_tactical-靴子,1.0,0.0,0.0,0.0
3m-车内灯,1.0,0.0,0.0,0.0
3m-汽车装饰灯,1.0,0.0,0.0,0.0
3m-手机支架/手机座,1.0,0.0,0.0,0.0
3m-手套,1.0,0.0,0.0,0.0
3m-小夜灯,1.0,0.0,0.0,0.0
3m-前掌垫,1.0,0.0,0.0,0.0
3m-其他鞋配件,1.0,0.0,0.0,0.0
3m-LED灯带,1.0,0.0,0.0,0.0
2pac-马克杯,1.0,0.0,0.0,0.0
2022北京冬奥-驱蚊手带,1.0,0.0,0.0,0.0
2022北京冬奥-衬衫,1.0,0.0,0.0,0.0
2022北京冬奥-耳机配件,1.0,0.0,0.0,0.0
adidas-针织衫/毛衣,1.0,0.0,0.0,0.0
adidas-防护鞋,1.0,0.0,0.0,0.0
adidas_yeezy-其它运动鞋,1.0,0.0,0.0,0.0
adidas_yeezy-凉拖鞋,1.0,1.0,1.0,1.0
anpanman-三星手机保护壳/套,1.0,0.0,0.0,0.0
amongus-马克杯,1.0,0.0,0.0,0.0
amongus-聚会装饰帽子,1.0,0.0,0.0,0.0
amongus-男运动中长裤、短裤,1.0,0.0,0.0,0.0
amongus-泳衣套装,1.0,0.0,0.0,0.0
amongus-敲打台/其他敲打玩具,1.0,0.0,0.0,0.0
amiri-牛仔短裤,1.0,1.0,1.0,1.0
amina_muaddi-高跟凉鞋,1.0,0.0,0.0,0.0
always-马克杯,1.0,0.0,0.0,0.0
alpinestars-短袖衬衫,1.0,1.0,1.0,1.0
alpinestars-时尚/休闲套装,1.0,1.0,1.0,1.0
alfar_romeo-马克杯,1.0,0.0,0.0,0.0
alexander_wang-高跟凉鞋,1.0,0.0,0.0,0.0
alexander_wang-贝雷帽,1.0,0.0,0.0,0.0
alexander_wang-拎包/手提包,1.0,1.0,1.0,1.0
alexander_wang-打底袜,1.0,1.0,1.0,1.0
alexander_mcqueen-项链,1.0,1.0,1.0,1.0
alexander_mcqueen-靴子,1.0,1.0,1.0,1.0
alexander_mcqueen-运动鞋,1.0,1.0,1.0,1.0
alexander_mcqueen-短袖T恤,1.0,1.0,1.0,1.0
alexander_mcqueen-板鞋,1.0,0.0,0.0,0.0
albert_einstein-马克杯,1.0,0.0,0.0,0.0
air_jordan-马克杯,1.0,0.0,0.0,0.0
air_jordan-篮球鞋,1.0,0.0,0.0,0.0
afa-男士足球服,1.0,0.0,0.0,0.0
aeronautica_militare-马克杯,1.0,0.0,0.0,0.0
adidas_yeezy-靴子,1.0,0.0,0.0,0.0
adidas_yeezy-男式板鞋,1.0,1.0,0.5,0.6667
adidas_yeezy-帆布鞋,1.0,0.0,0.0,0.0
bape-长袖T恤,1.0,1.0,1.0,1.0
barbie-餐具气球等其他聚会装饰,1.0,1.0,1.0,1.0
batman-家居服套装,1.0,1.0,1.0,1.0
burberry-运动半身裙,1.0,1.0,1.0,1.0
calvin_klein-潜水套装,1.0,1.0,1.0,1.0
calvin_klein-手镯,1.0,0.0,0.0,0.0
calvin_klein-夹克/外套,1.0,1.0,1.0,1.0
calvin_klein-圆领卫衣,1.0,1.0,1.0,1.0
calvin_klein-S型连衣裙,1.0,1.0,1.0,1.0
cadillac-时尚/休闲套装,1.0,1.0,1.0,1.0
bvlgari-耳钉,1.0,0.0,0.0,0.0
bvlgari-石英表,1.0,0.0,0.0,0.0
bvlgari-低跟凉鞋,1.0,1.0,1.0,1.0
bvlgari-两件套,1.0,0.0,0.0,0.0
burberry-阿拉伯泳衣,1.0,1.0,1.0,1.0
burberry-钥匙扣,1.0,1.0,1.0,1.0
burberry-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
burberry-连体短裤,1.0,1.0,0.5,0.6667
burberry-车用钥匙包,1.0,1.0,1.0,1.0
batman-斜挎包/拎包/腰包,1.0,1.0,1.0,1.0
burberry-苹果手机保护壳/套,1.0,1.0,0.5,0.6667
burberry-耳钉,1.0,0.0,0.0,0.0
burberry-短靴,1.0,1.0,1.0,1.0
burberry-眼镜盒,1.0,1.0,1.0,1.0
burberry-牛仔长裤,1.0,0.0,0.0,0.0
burberry-牛仔短裤,1.0,1.0,1.0,1.0
burberry-泳衣裤,1.0,0.0,0.0,0.0
burberry-板鞋,1.0,1.0,1.0,1.0
burberry-打底袜,1.0,1.0,1.0,1.0
burberry-床单,1.0,0.0,0.0,0.0
burberry-宠物服装/雨衣,1.0,1.0,1.0,1.0
burberry-女士睡衣/家居服套装,1.0,1.0,1.0,1.0
burberry-围巾/丝巾/披肩,1.0,0.0,0.0,0.0
burberry-呢大衣,1.0,1.0,1.0,1.0
calvin_klein-男士健身套装,1.0,1.0,1.0,1.0
calvin_klein-皮带/腰带,1.0,1.0,1.0,1.0
calvin_klein-石英表,1.0,1.0,1.0,1.0
calvin_klein-西装,1.0,1.0,1.0,1.0
celine-休闲皮鞋,1.0,1.0,1.0,1.0
celine-丝巾,1.0,1.0,0.2,0.3333
celine-S型连衣裙,1.0,1.0,1.0,1.0
cazal-墨镜,1.0,1.0,1.0,1.0
caterpillar-风衣,1.0,1.0,1.0,1.0
caterpillar-短袖T恤,1.0,1.0,1.0,1.0
caterpillar-短袖Polo衫,1.0,1.0,1.0,1.0
caterpillar-时尚/休闲套装,1.0,1.0,1.0,1.0
casablanca-马克杯,1.0,0.0,0.0,0.0
cartier-项坠/吊坠,1.0,0.0,0.0,0.0
cartier-胸针,1.0,0.0,0.0,0.0
cartier-耳环,1.0,0.0,0.0,0.0
cartier-礼品盒/编织袋/包装纸,1.0,1.0,1.0,1.0
cartier-现代装饰画,1.0,1.0,1.0,1.0
cartier-彩色太阳镜,1.0,1.0,1.0,1.0
cartelo-皮带/腰带,1.0,0.0,0.0,0.0
cartelo-男式钱包,1.0,0.0,0.0,0.0
carrera-短袖T恤,1.0,0.0,0.0,0.0
carhartt-连帽卫衣,1.0,0.0,0.0,0.0
captain_america-项链,1.0,1.0,1.0,1.0
captain_america-遮阳挡,1.0,1.0,1.0,1.0
captain_america-现代装饰画,1.0,0.0,0.0,0.0
captain_america-宣传单/海报/说明书,1.0,0.0,0.0,0.0
captain_america-套装（不包含爬服类）,1.0,1.0,1.0,1.0
captain_america-地垫,1.0,1.0,1.0,1.0
captain_america-凉鞋,1.0,1.0,1.0,1.0
captain_america-儿童/小学生书包,1.0,0.0,0.0,0.0
canon-其它数码相机配件,1.0,0.0,0.0,0.0
canada-坎肩T恤,1.0,0.0,0.0,0.0
burberry-发夹,1.0,1.0,0.5,0.6667
burberry-卡包,1.0,1.0,1.0,1.0
burberry-分体泳衣,1.0,1.0,1.0,1.0
bottega_veneta-坡跟凉鞋,1.0,0.0,0.0,0.0
bottega_veneta-其他手机保护壳/套,1.0,0.0,0.0,0.0
bottega_veneta-低跟凉鞋,1.0,0.0,0.0,0.0
bottega_veneta-休闲长裤,1.0,1.0,1.0,1.0
bottega_veneta-乐福鞋/单鞋,1.0,0.0,0.0,0.0
boston_red_sox-鸭舌帽,1.0,0.0,0.0,0.0
boston_red_sox-休闲鞋,1.0,0.0,0.0,0.0
boston_celtics-男运动中长裤、短裤,1.0,1.0,1.0,1.0
boston_celtics-男士运动背心,1.0,1.0,1.0,1.0
boston_celtics-男士篮球服,1.0,1.0,1.0,1.0
bosch-螺丝批组套,1.0,1.0,1.0,1.0
bosch-其它工具,1.0,1.0,1.0,1.0
bmw-沙滩裤,1.0,0.0,0.0,0.0
bmw-夹克/外套,1.0,0.0,0.0,0.0
bmw-墨镜,1.0,0.0,0.0,0.0
bmw-Polo衫,1.0,0.0,0.0,0.0
black_widow-马克杯,1.0,0.0,0.0,0.0
black_pink-相册,1.0,0.0,0.0,0.0
black_pink-中性笔,1.0,0.0,0.0,0.0
bioaqua-脱毛膏,1.0,0.0,0.0,0.0
bioaqua-润唇膏,1.0,0.0,0.0,0.0
betty_boop-普通外套,1.0,0.0,0.0,0.0
berluti-休闲鞋,1.0,0.0,0.0,0.0
bentley-安全汽车背带,1.0,1.0,1.0,1.0
bentley-夹克/外套,1.0,0.0,0.0,0.0
batman-贴纸/贴画,1.0,1.0,1.0,1.0
batman-苹果手机保护壳/套,1.0,0.0,0.0,0.0
batman-耳钉,1.0,1.0,1.0,1.0
batman-男袜,1.0,1.0,1.0,1.0
batman-烘焙模具,1.0,1.0,1.0,1.0
bottega_veneta-厚底凉鞋,1.0,0.0,0.0,0.0
bottega_veneta-墨镜,1.0,1.0,1.0,1.0
burberry-凉拖鞋,1.0,1.0,1.0,1.0
bottega_veneta-平底凉鞋,1.0,0.0,0.0,0.0
burberry-休闲皮鞋,1.0,1.0,1.0,1.0
burberry-乐福鞋,1.0,1.0,1.0,1.0
burberry-丝巾,1.0,1.0,1.0,1.0
burberry-T恤,1.0,1.0,1.0,1.0
burberry-H型连衣裙,1.0,1.0,1.0,1.0
burberry-A型连衣裙,1.0,0.0,0.0,0.0
bugs_bunny-马克杯,1.0,0.0,0.0,0.0
bugs_bunny-连身衣/爬服/哈衣,1.0,0.0,0.0,0.0
bugs_bunny-欧美模特套装,1.0,0.0,0.0,0.0
bugs_bunny-情侣家居服套装,1.0,0.0,0.0,0.0
bugs_bunny-S型连衣裙,1.0,0.0,0.0,0.0
bugatti-马克杯,1.0,0.0,0.0,0.0
buffalo_bills-鸭舌帽,1.0,1.0,1.0,1.0
buffalo_bills-短袖T恤,1.0,1.0,1.0,1.0
buffalo_bills-时尚/休闲套装,1.0,1.0,1.0,1.0
bts-餐具气球等其他聚会装饰,1.0,1.0,1.0,1.0
bts-项链,1.0,1.0,1.0,1.0
bts-连帽卫衣,1.0,1.0,1.0,1.0
bts-桌游卡牌,1.0,1.0,1.0,1.0
bts-中性笔,1.0,0.0,0.0,0.0
brooklyn_nets-短袖T恤,1.0,1.0,1.0,1.0
brazil-男士足球服,1.0,0.0,0.0,0.0
brazil-其它节庆用品,1.0,0.0,0.0,0.0
boy_london-鸭舌帽,1.0,1.0,1.0,1.0
boy_london-时尚/休闲套装,1.0,1.0,0.5,0.6667
boy_london-凉拖鞋,1.0,0.0,0.0,0.0
bottega_veneta-身体乳/霜,1.0,1.0,1.0,1.0
bottega_veneta-耳环,1.0,1.0,1.0,1.0
bottega_veneta-拖鞋,1.0,0.0,0.0,0.0
fc_bayern_munchen-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
fc_bayern_munchen-运动套装,1.0,0.0,0.0,0.0
nike-乐福鞋,1.0,1.0,0.5,0.6667
louis_vuitton-电脑包,1.0,1.0,1.0,1.0
marilyn_monroe-抱枕/靠垫,1.0,0.0,0.0,0.0
marcelo_burlon-乐福鞋,1.0,1.0,1.0,1.0
marc_jacobs-外穿背心/吊带,1.0,0.0,0.0,0.0
marc_jacobs-单肩包,1.0,1.0,1.0,1.0
manchester_city-马克杯,1.0,1.0,1.0,1.0
manchester_city-套装（不包含爬服类）,1.0,1.0,1.0,1.0
manchester_city-其它,1.0,1.0,1.0,1.0
maison_margiela-休闲鞋,1.0,0.0,0.0,0.0
machester_united-短袖T恤,1.0,0.0,0.0,0.0
louis_vuitton-高跟鞋,1.0,1.0,0.3333,0.5
louis_vuitton-靴子,1.0,1.0,0.25,0.4
louis_vuitton-运动鞋,1.0,1.0,0.25,0.4
louis_vuitton-衬衫,1.0,1.0,0.1429,0.25
louis_vuitton-礼品盒/编织袋/包装纸,1.0,1.0,1.0,1.0
louis_vuitton-电子表,1.0,1.0,1.0,1.0
louis_vuitton-乐福鞋/单鞋,1.0,1.0,0.3333,0.5
louis_vuitton-现代装饰画,1.0,1.0,0.5,0.6667
louis_vuitton-牛仔短裤,1.0,0.0,0.0,0.0
louis_vuitton-欧美模特套装,1.0,1.0,0.0769,0.1429
louis_vuitton-时尚/休闲套装,1.0,0.0,0.0,0.0
louis_vuitton-打底袜,1.0,1.0,1.0,1.0
louis_vuitton-手机包,1.0,1.0,1.0,1.0
louis_vuitton-情侣家居服套装,1.0,1.0,0.5,0.6667
louis_vuitton-平底凉鞋,1.0,1.0,1.0,1.0
louis_vuitton-女士背包,1.0,1.0,0.5,0.6667
louis_vuitton-坡跟凉鞋,1.0,1.0,1.0,1.0
louis_vuitton-发夹,1.0,1.0,1.0,1.0
louis_vuitton-卡包/证件包,1.0,1.0,1.0,1.0
louis_vuitton-创意零钱包,1.0,1.0,1.0,1.0
louis_vuitton-凉拖鞋,1.0,1.0,0.3333,0.5
marilyn_monroe-欧美模特套装,1.0,0.0,0.0,0.0
marilyn_monroe-男运动中长裤、短裤,1.0,0.0,0.0,0.0
marlboro-马克杯,1.0,1.0,1.0,1.0
marshall-马克杯,1.0,1.0,1.0,1.0
michael_kors-四件套,1.0,1.0,1.0,1.0
miami_heat-马克杯,1.0,1.0,1.0,1.0
miami_heat-男运动中长裤、短裤,1.0,0.0,0.0,0.0
miami_dolphins-时尚/休闲套装,1.0,1.0,1.0,1.0
mercedesbenz-墨镜,1.0,0.0,0.0,0.0
mercedes_benz-短袖衬衫,1.0,1.0,1.0,1.0
mercedes_benz-沙滩裤,1.0,1.0,1.0,1.0
mercedes_benz-墨镜,1.0,0.0,0.0,0.0
mcm-斜挎包,1.0,1.0,1.0,1.0
mcm-拎包/手提包,1.0,1.0,0.5,0.6667
mcm-女式钱包,1.0,1.0,1.0,1.0
mcm-女士背包,1.0,1.0,1.0,1.0
mcm-卡套,1.0,1.0,1.0,1.0
mcm-保温杯,1.0,1.0,1.0,1.0
maserati-袖扣,1.0,1.0,1.0,1.0
maserati-短袖T恤,1.0,1.0,1.0,1.0
maserati-短袖Polo衫,1.0,1.0,1.0,1.0
maserati-现代装饰画,1.0,1.0,1.0,1.0
maserati-正装皮鞋,1.0,1.0,1.0,1.0
maserati-夹克/外套,1.0,1.0,1.0,1.0
maserati-凉鞋,1.0,1.0,1.0,1.0
maserati-休闲皮鞋,1.0,1.0,1.0,1.0
maserati-乐福鞋,1.0,1.0,1.0,1.0
marvel-鸭舌帽,1.0,1.0,1.0,1.0
marvel-男运动中长裤、短裤,1.0,1.0,1.0,1.0
marvel-男士背心,1.0,1.0,1.0,1.0
marvel-现代装饰画,1.0,1.0,0.3333,0.5
marvel-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
marshmello-马克杯,1.0,0.0,0.0,0.0
louis_vuitton-其他手机保护壳/套,1.0,1.0,0.25,0.4
louis_vuitton-A型连衣裙,1.0,1.0,0.0769,0.1429
lacoste-帆布鞋,1.0,1.0,0.5,0.6667
largo-男士身体乳,1.0,0.0,0.0,0.0
line_town_brown-凉鞋,1.0,0.0,0.0,0.0
line_town_brown-其他手机保护壳/套,1.0,0.0,0.0,0.0
line_town_brown-充气游泳池,1.0,0.0,0.0,0.0
line_town_brown-三星手机保护壳/套,1.0,0.0,0.0,0.0
line_town-手机支架/手机座,1.0,0.0,0.0,0.0
line_town-家居服套装,1.0,0.0,0.0,0.0
line_town-女袜,1.0,0.0,0.0,0.0
line_town-女士睡衣/家居服套装,1.0,0.0,0.0,0.0
lexus-时尚/休闲套装,1.0,0.0,0.0,0.0
levis-男运动中长裤、短裤,1.0,1.0,1.0,1.0
le_coq_sportif-男式板鞋,1.0,0.0,0.0,0.0
le_coq_sportif-帆布鞋,1.0,0.0,0.0,0.0
le_coq_sportif-休闲短裤,1.0,0.0,0.0,0.0
le_coq_sportif-T恤,1.0,0.0,0.0,0.0
largo-其他用品,1.0,1.0,1.0,1.0
los_angeles_lakers-连衣裙,1.0,1.0,1.0,1.0
land_rover-马克杯,1.0,0.0,0.0,0.0
land_rover-车模,1.0,0.0,0.0,0.0
lancome-短袖T恤,1.0,1.0,1.0,1.0
lamborghini-沙滩裤,1.0,0.0,0.0,0.0
lamborghini-时尚拖鞋,1.0,0.0,0.0,0.0
lamborghini-床品套件/四件套/多件套,1.0,1.0,0.5,0.6667
lamborghini-夹克/外套,1.0,0.0,0.0,0.0
lacoste-鸭舌帽,1.0,1.0,1.0,1.0
lacoste-防晒衣,1.0,1.0,1.0,1.0
lacoste-长袖T恤,1.0,1.0,1.0,1.0
lacoste-连身衣/爬服/哈衣,1.0,1.0,0.5,0.6667
lacoste-连帽卫衣,1.0,1.0,1.0,1.0
lacoste-西装,1.0,1.0,1.0,1.0
lacoste-棉/羽绒马夹,1.0,1.0,1.0,1.0
line_town_brown-单肩包,1.0,0.0,0.0,0.0
line_town_brown-太阳眼镜,1.0,0.0,0.0,0.0
line_town_brown-苹果手机保护壳/套,1.0,0.0,0.0,0.0
liverpool_fc-时尚/休闲套装,1.0,1.0,1.0,1.0
los_angeles_lakers-连帽卫衣,1.0,1.0,1.0,1.0
los_angeles_lakers-运动鞋,1.0,1.0,1.0,1.0
los_angeles_lakers-苹果手机保护壳/套,1.0,1.0,1.0,1.0
los_angeles_lakers-篮球鞋,1.0,1.0,1.0,1.0
los_angeles_lakers-男运动中长裤、短裤,1.0,1.0,1.0,1.0
